Bank,Lånenavn,Nominell rente,Etableringsgebyr,Etableringsgebyr i %,Termingebyr,Min beløp,Maks beløp,Min alder,Maks alder,Maks løpetid (år),Belaningsgrad
Trøndelag Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Sparebanken DIN Telemark,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Tysnes Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Søgne og Greipstad Sparebank,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Nordea Finans Norge AS,Båtlån minimum 35 % EK,6.95,3500.0,0.0,60.0,0.0,1000000000.0,18,100,15,65.0
Sparebanken Narvik,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Marker & Eidsberg Sparebank,Kaskofritt billån,12.55,3000.0,0.0,85.0,30000.0,100000.0,18,70,5,100.0
Nordea Finans Norge AS,Båtlån minimum 20 % EK,7.7,3500.0,0.0,60.0,0.0,1000000000.0,18,100,15,80.0
Selbu Sparebank,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Agder Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Oppdalsbanken,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Santander Consumer Bank AS,Standard Billån 65 %,6.95,2000.0,0.0,60.0,50000.0,3000000.0,18,100,10,65.0
Santander Consumer Bank AS,Kaskofritt MC-lån 100%,11.99,3020.0,0.0,75.0,10000.0,150000.0,18,100,7,100.0
Valle Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Spareskillingsbanken,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Oslofjord Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
SpareBank 1 Østfold Akershus,Båt over 7 meter inntil 100%,9.35,9995.0,0.0,95.0,100000.0,3000000.0,18,100,20,100.0
Eika digitalbank AS,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Sogn Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Santander Consumer Bank AS,Kaskofritt Billån 100%,11.99,3020.0,0.0,75.0,10000.0,150000.0,18,100,7,100.0
Sparebank 68° Nord,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Hegra Sparebank,Billån i banken mellom 20 og 35 % egenkapital,5.75,2000.0,0.0,50.0,0.0,1000000000.0,18,100,5,80.0
Fana Sparebank,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
Eika digitalbank AS,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Eika digitalbank AS,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Orkla Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Skudenes & Aakra Sparebank,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Odal Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Flekkefjord Sparebank,Forbrukslån,17.0,2400.0,0.0,50.0,5000.0,50000.0,18,99,5,0.0
Sparebanken Vest,Båtlån under 7 meter 65%,8.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Eika digitalbank AS,Eika Caravanlån med 20 % - 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
JBF Bank og Forsikring,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Trøndelag Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Sparebanken Vest,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
Eika digitalbank AS,Eika Caravanlån 35 % Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Askim og Spydeberg Sparebank,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
TF Bank Norge NUF,Forbrukslån - Representativ utlånsrente,14.2,990.0,0.0,69.0,5000.0,500000.0,20,100,5,0.0
Evje og Hornnes Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Jæren Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Lillesands Sparebank,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Aasen Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Tinn Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Aasen Sparebank,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Skagerrak Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Sparebanken Narvik,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Brage Finans AS,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Søgne og Greipstad Sparebank,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Orkla Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Orkla Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Stadsbygd Sparebank,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Grong Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Rindal Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Luster Sparebank,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Trøndelag Sparebank,Billån i banken over 35%,7.4,2000.0,0.0,65.0,0.0,1000000000.0,18,100,10,65.0
Grue Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Rogaland Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Trøndelag Sparebank,Forbrukslån,16.9,2000.0,0.0,65.0,0.0,500000.0,18,100,5,0.0
Lillesands Sparebank,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Trøndelag Sparebank,Billån i banken under 20%,8.4,2000.0,0.0,65.0,0.0,1000000000.0,18,100,10,100.0
Eika digitalbank AS,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Trøndelag Sparebank,Billån i banken 20-35%,7.9,2000.0,0.0,65.0,0.0,1000000000.0,18,100,10,80.0
Skagerrak Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Flekkefjord Sparebank,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Eika digitalbank AS,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Trøndelag Sparebank,Grønt billån i banken 20-35%,7.1,2000.0,0.0,65.0,0.0,1000000000.0,18,100,10,80.0
Trøndelag Sparebank,Grønt billån i banken over 35%,6.5,2000.0,0.0,65.0,0.0,1000000000.0,18,100,10,65.0
Grue Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Skudenes & Aakra Sparebank,Båtlån over 7 meter 80%,8.7,2500.0,0.0,95.0,100000.0,3000000.0,18,100,15,80.0
Santander Consumer Bank AS,Kaskofritt Caravanlån 100%,11.99,3020.0,0.0,75.0,10000.0,150000.0,18,100,7,100.0
Birkenes Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Melhusbanken,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Trøndelag Sparebank,Grønt billån i banken under 20%,8.1,2000.0,0.0,65.0,0.0,1000000000.0,18,100,10,100.0
Santander Consumer Bank AS,Kaskofritt ATV-/Snøscooterlån 100%,11.99,3020.0,0.0,75.0,10000.0,150000.0,18,100,7,100.0
Fana Sparebank,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Orkla Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Sparebanken Vest,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Jæren Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Drangedal Sparebank,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Spareskillingsbanken,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Bjugn Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Tolga-Os Sparebank,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Stadsbygd Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Rørosbanken Røros Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Sparebanken Vest,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Valle Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
SpareBank 1 Østfold Akershus,Båt over 7 meter inntil 65%,7.35,9995.0,0.0,95.0,100000.0,3000000.0,18,100,20,65.0
Bjugn Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Santander Consumer Bank AS,Refinansiering - forbrukslån,13.58,950.0,0.0,30.0,30000.0,400000.0,23,73,5,0.0
Spareskillingsbanken,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Søgne og Greipstad Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Etnedal Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Høland og Setskog Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Oppdalsbanken,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Voss Sparebank,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Tolga-Os Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Rogaland Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Voss Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Nidaros Sparebank,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Drangedal Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Romsdal Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Ørland Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Spareskillingsbanken,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Rogaland Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
JBF Bank og Forsikring,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Stadsbygd Sparebank,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Strømmen Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Haugesund Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Orkla Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Sunndal Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Flekkefjord Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Lillesands Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Bjugn Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Sogn Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Sparebanken Sør,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Luster Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Jæren Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Spareskillingsbanken,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Romsdal Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Nidaros Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Kredittbanken ASA - Del av SpareBank 1 og Eika,Møre Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,18,100,10,0.0
Vekselbanken,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Soknedal Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Ørland Sparebank,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Rindal Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Rørosbanken Røros Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Nidaros Sparebank,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Selbu Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Skue Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Kvinesdal Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Tolga-Os Sparebank,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Skudenes & Aakra Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Voss Sparebank,Forbrukslån,16.2,250.0,0.0,50.0,0.0,500000.0,18,100,5,0.0
Trøndelag Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Høland og Setskog Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Sparebank 68° Nord,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Flekkefjord Sparebank,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Sparebanken Sør,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Melhusbanken,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Strømmen Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Sparebanken DIN Telemark,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Aasen Sparebank,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Romerike Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Stadsbygd Sparebank,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Hegra Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Morrow Bank ASA,Lån,13.5,899.0,0.0,35.0,10000.0,500000.0,20,100,5,0.0
Sparebanken Vest,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Tolga-Os Sparebank,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Jæren Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Sparebanken Sør,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Søgne og Greipstad Sparebank,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Oslofjord Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
SpareBank 1 Helgeland,SpareBank 1 Refinansiering,12.9,290.0,0.0,49.0,0.0,1000000000.0,18,100,10,0.0
SpareBank 1 Østfold Akershus,Båt over 7 meter inntil 80%,8.35,9995.0,0.0,95.0,100000.0,3000000.0,18,100,20,80.0
Askim og Spydeberg Sparebank,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Voss Sparebank,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Romerike Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Skue Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Voss Sparebank,Brukskontokreditt,13.95,250.0,0.0,0.0,1.0,50000.0,18,100,99,100.0
Ørland Sparebank,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Tolga-Os Sparebank,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Sparebanken Narvik,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Vekselbanken,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Aasen Sparebank,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Lillesands Sparebank,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Strømmen Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Gildeskål Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Ørskog Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Brage Finans AS,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Aurskog Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Drangedal Sparebank,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Askim og Spydeberg Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Voss Sparebank,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Sparebanken Vest,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Fana Sparebank,MC 65%,7.75,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,65.0
Hegra Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Vekselbanken,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Skudenes & Aakra Sparebank,Andre forbrukslån,14.95,1500.0,1.0,60.0,0.0,100000.0,18,100,5,0.0
Luster Sparebank,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Skudenes & Aakra Sparebank,Personkontokreditt,13.45,1500.0,1.0,50.0,0.0,100000.0,18,100,5,100.0
JBF Bank og Forsikring,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Luster Sparebank,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Luster Sparebank,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Rogaland Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Nidaros Sparebank,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Evje og Hornnes Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Ørland Sparebank,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Skudenes & Aakra Sparebank,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Eika digitalbank AS,Grønt Billån under 20% Egenkapital,8.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
NORDirekte (Skagerrak Sparebank),Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Selbu Sparebank,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Luster Sparebank,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Sparebank 68° Nord,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Skagerrak Sparebank,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Marker & Eidsberg Sparebank,Eika MC/ATV med 20 % til 35 % Egenkapital,8.85,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,80.0
Eika digitalbank AS,Grønt Billån 35% Egenkapital,6.65,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Sparebanken DIN Telemark,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Voss Sparebank,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Melhusbanken,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Ørskog Sparebank,Eika Billån 35% Egenkapital,6.85,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,65.0
Fana Sparebank,Caravanlån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Sparebanken Sør,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Rogaland Sparebank,Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
Valle Sparebank,Eika MC/ATV over 35 % Egenkapital,7.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,65.0
Aasen Sparebank,Caravanlån 100%,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,8,100.0
Valle Sparebank,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Sparebanken Vest,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Haugesund Sparebank,Billån 100 %,8.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,100.0
Etnedal Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Aurskog Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Spareskillingsbanken,MC 80%,8.85,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,80.0
Oslofjord Sparebank,Eika Caravanlån under 20 % Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,85.0
Spareskillingsbanken,Billån 80 %,7.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,80.0
Aasen Sparebank,MC 100%,9.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,100.0
Ørland Sparebank,MC 100%,9.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,100.0
Melhusbanken,Eika Billån under 20% Egenkapital,8.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,100.0
Tinn Sparebank,Eika Billån 20%-35% Egenkapital,7.55,3000.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
Sparebanken Sør,Billån 65 %,6.8,2500.0,0.0,95.0,50000.0,1000000.0,18,100,10,65.0
Brage Finans AS,MC 100%,9.5,2500.0,0.0,95.0,50000.0,1000000.0,18,100,5,100.0
NORDirekte (Skagerrak Sparebank),Eika MC/ATV lån under 20 % Egenkapital,9.55,3000.0,0.0,85.0,40000.0,200000.0,18,70,7,100.0
JBF Bank og Forsikring,Eika Båtlån,9.15,3800.0,0.0,85.0,0.0,1000000000.0,18,100,10,80.0
Strømmen Sparebank,Grønt Billån 20%-35% Egenkapital,7.25,2500.0,0.0,85.0,40000.0,1000000000.0,18,70,10,80.0
